Hotel Name,Content,Rating,Date of stay,
"Mandarin Oriental, Singapore","We had our wedding dinner at MO Hotel on 19 Dec 2021; the food and services here are definitely top notch.   Special shout-out to our hotel coordinators, Ms  Katelyn and Mr Roger as well as the wedding butlers Mr Jobin and Ms Alice for their professionalism and  hospitable service. We really felt reassured every step of the way and could really trust the hotel staffs to ensure that our wedding goes smoothly.  Would like to express our gratitude to all staffs here!  Highly recommend MO Hotel:)",10,Dec-21,
"Mandarin Oriental, Singapore",We had the most memorable wedding anniversary at Mandarin Oriental ! Our heartfelt thanks to Mandarin Oriental hotel for the room upgrade to commerate our special day. The ocean view was breath taking.. The hotel was conveniently located near malls. Staffs were friendly namely Ms Katya .. she provided excellent service kudos to her and team! Definitely will visit again!❤️ highly recommended to all!😊,10,Dec-21,
"Mandarin Oriental, Singapore","I attended my friends’ wedding on the 19th of December at the garden suite in mandarin oriental. Great food and service provided by the staffs and kudos to Carol from the crew for fulfilling my requests and never forgetting anyone of them somewhere near the end of the wedding (quite cute also) and also getting a mask for my friend even though it isn’t her job to do so, very lively and always has a bright smile on her face even though she was panting and tired. The food was absolutely delicious especially the crispy man tou and fish. Great service and experience overall, 10/10 would come back for a staycaytion!",10,Dec-21,
"Mandarin Oriental, Singapore",The services provided at the pool and gym were excellent.  They even had turned down services at night. Breakfast spread was with a variety. We were there for our wedding anniversary.  Hotel provided us with 3 balloons and a piece of cake.  We thought that the cake should b given 2 considering just the two of us.We will definitely come again for staycation. ,10,Dec-21,
"Mandarin Oriental, Singapore","My husband and I recently held our wedding at Mandarin Oriental and we would like to share that it went really well with the great help and service of the MO staff. Special shout-out to Juliana, Jobin, Alice and team for the help throughout the event. It would not have gone so smoothly without them. Alice was really wonderful as she continuously keep a check if we are doing alright and she definitely shows lots of care to make sure that we did not stress out about the event. Really grateful for the MO team for such a wonderful service and will definitely recommend MO if you would like to hold your wedding banquet with awesome dishes and great service! :)",10,Dec-21,
"Mandarin Oriental, Singapore","Not a staycay guy but my girlfriend truly enjoyed herself during our stay.   Great location - right beside Marina Square and a short walk to Suntec City where Don Don Donki would be promising for a supper fix, awesome facilities - had fun on the ""sampans"" in the pools, and definitely very friendly and courteous staff - the team at MOSin was very welcoming of my requests for both an early check-in and late checkout as we were here to celebrate my gf's birthday; we also had a pleasant surprise when we got our room ;)  My personal highlight would be the breakfast at Melt Cafe - IT IS A MUST GET; a feast of local delights besides your usual eggs and toast.",10,Dec-21,
"Mandarin Oriental, Singapore","We would like to thank our event organiser Wendy Soh, and her wonderful banquet crew, especially Kang Le and Kelly who were not only hospitable and friendly but also really accommodating the entire time. We were briefed and guided step by step on every single detail of the event. Thanks to them, our wedding lunch went by smoothly without any hiccups. The food was unique, tasted superb and also well received by every guest, which was one of the main reasons why we chose MO in the first place.  We could not have asked for a better team for our special day and really appreciate the effort and time spent in the execution and coordination of the lunch. Thank you once again and please know that you made us a very happy couple that day! :)  Linus & Hui Min",10,Dec-21,
"Mandarin Oriental, Singapore","My spouse and I held our solemnization and wedding party at Mandarin Oriental Harbour View Room on 25th December. Wendy, our event manager was very accommodative and helpful throughout the whole preparation process. Despite our event being quite a rush on short notice, she managed to help us secure a function room with good scenery overlooking the CBD area.  On the actual day, all the deco that we had deposited prior was sent to the venue directly and there were no hiccups at all. We would like to thank the very experience banquet team (Anshul, Jobin, Alice and the rest of the service crew) as well for their professionalism and attentiveness to our every needs. As we had kids in our wedding party, they even invited the inhouse santa and santarina in to hand out chocolates to…",10,Dec-21,
"Mandarin Oriental, Singapore",Stayed during the x'mas weekend. Check-in was done very warmly and efficiently by Shannon. Average queue time around 5-10min? Room assigned was an upgraded room overlooking Marina Bay. Wonderful service provided by Mhelo and the rest of the guys by the pool. Breakfast was ok. Breakfast spread pre-covid was definitely a lot better but understandable with the current situation.,10,Dec-21,
"Mandarin Oriental, Singapore","Held a lunch wedding reception just this past Christmas Eve at Mandarin Oriental. Wanna shout out a big KUDOS to the team whom they had delivered a superb customer service to all my guests! An out of the world experience offered by the waitresses, the General Manager all the way to the Assistant Director Wendy Soh who is my event organiser! Thank you so so much! The food was excellent, and everyone was just so blown away especially when the deserts were served!  It was epic, and again wanna say a THANK YOU to Chef Kent who made it possible with such a delightful moment to remember as the food presentation was super lovely!   So what are you waiting for, Mandarin Oriental is definitely the choice of holding your next function or event! Do also visit Melt the World Cafe to enjoy…",10,Dec-21,
"Mandarin Oriental, Singapore","Held our annual business luncheon with clients and sponsors at Oriental Ballroom just before Christmas.  From event planning to execution of the event, everything was running smoothly.  Melanie and Tim had been really patient with us and attended to our requests prior to the event promptly.  Jigan was the banquet in charge on event day and he had helped to ensure we kept to the timing for F&B and he was swift in handling last-minute requests from our guests, as well as from me.  Thank you MO team!",10,Dec-21,
